"","","","","","","","","","","","Satisfaccion con su trabajo","","","Como describiria las relaciones en su lugar de trabajo","","Total de años trabajados","","","","",""
"40","No","Rara Vez Viaja","Ventas","7","4","Medicina","1740","2","Masculino","Gerente","2","Soltero","14","2","80","21","21","3","8","12","8"
"45","No","Rara Vez Viaja","Recursos Humanos","4","3","Ciencias de la Vida","1744","3","Femenino","Recursos Humanos","3","Casado","21","3","80","9","5","2","0","0","3"
"30","No","Viaja Frecuentemente","Investigación y Desarrollo","2","4","Técnico","1745","4","Femenino"," Investigador Científico","1","Soltero","16","4","80","10","9","2","7","0","7"
"24","No","Viaja Frecuentemente","Recursos Humanos","10","3","Medicina","1746","1","Masculino","Recursos Humanos","4","Casado","14","4","80","3","2","2","2","2","1"
"30","Sí","Viaja Frecuentemente","Recursos Humanos","8","3","Recursos Humanos","1747","3","Femenino","Recursos Humanos","4","Divorciado","11","3","80","6","4","0","2","1","2"
"31","No","Rara Vez Viaja","Ventas","5","3","Técnico","1749","1","Masculino"," Ejecutivo de Ventas","3","Casado","19","3","80","6","5","3","2","0","2"
"27","No","Rara Vez Viaja","Investigación y Desarrollo","8","3","Medicina","1751","3","Femenino"," Investigador Científico","4","Soltero","11","3","80","6","6","5","2","1","4"
"29","Sí","Rara Vez Viaja","Ventas","9","3","Marketing","1752","2","Femenino","Ventas Representative","2","Soltero","13","3","80","2","2","3","2","2","2"
"29","No","Viaja Frecuentemente","Investigación y Desarrollo","1","3","Ciencias de la Vida","1753","4","Masculino","Representante de Salud","3","Soltero","12","4","80","10","3","5","2","0","2"
"30","No","Rara Vez Viaja","Ventas","15","2","Marketing","1754","3","Masculino"," Ejecutivo de Ventas","1","Divorciado","11","1","80","12","7","2","7","1","7"
"34","No","Rara Vez Viaja","Investigación y Desarrollo","2","4","Medicina","1755","4","Masculino"," Investigador Científico","4","Casado","14","1","80","6","5","3","0","1","2"
"33","No","No Viaja","Ventas","2","3","Marketing","1756","4","Femenino"," Ejecutivo de Ventas","2","Soltero","15","4","80","13","11","2","7","1","7"
"49","No","Rara Vez Viaja","Ventas","11","4","Marketing","1757","4","Femenino"," Ejecutivo de Ventas","4","Soltero","12","3","80","8","5","1","1","0","4"
"33","Sí","Rara Vez Viaja","Ventas","16","3","Ciencias de la Vida","1758","1","Femenino"," Ejecutivo de Ventas","1","Soltero","20","3","80","11","0","2","0","0","0"
"38","No","Viaja Frecuentemente","Investigación y Desarrollo","2","2","Medicina","1760","3","Femenino","Técnico de laboratorio","2","Casado","14","2","80","9","6","4","1","0","5"
"31","Sí","Rara Vez Viaja","Ventas","16","4","Marketing","1761","1","Masculino"," Ejecutivo de Ventas","3","Casado","13","1","80","10","1","2","0","0","0"
"29","No","Rara Vez Viaja","Investigación y Desarrollo","4","3","Técnico","1762","4","Femenino"," Investigador Científico","1","Divorciado","13","3","80","1","1","2","0","0","0"
"30","No","Rara Vez Viaja","Investigación y Desarrollo","16","3","Ciencias de la Vida","1763","3","Masculino","Representante de Salud","3","Casado","16","3","80","10","7","3","0","1","7"
"32","No","No Viaja","Investigación y Desarrollo","5","4","Técnico","1764","2","Masculino"," Investigador Científico","2","Soltero","14","2","80","12","7","3","7","0","7"
"38","No","Rara Vez Viaja","Investigación y Desarrollo","18","3","Medicina","1766","2","Masculino","Representante de Salud","4","Casado","16","3","80","15","1","2","0","1","0"
"43","Sí","Viaja Frecuentemente","Investigación y Desarrollo","17","3","Técnico","1767","3","Masculino"," Investigador Científico","3","Casado","16","4","80","6","1","4","0","0","0"
"42","No","Rara Vez Viaja","Investigación y Desarrollo","12","3","Medicina","1768","2","Masculino","Técnico de laboratorio","2","Divorciado","22","2","80","7","5","6","3","0","4"
"55","No","Rara Vez Viaja","Investigación y Desarrollo","2","3","Medicina","1770","3","Masculino","Director de Investigación","1","Casado","12","2","80","34","1","2","0","0","0"
"33","No","No Viaja","Investigación y Desarrollo","4","3","Técnico","1771","4","Masculino"," Investigador Científico","2","Divorciado","15","4","80","11","9","2","8","1","7"
"41","No","Rara Vez Viaja","Investigación y Desarrollo","9","4","Ciencias de la Vida","1772","3","Masculino","Técnico de laboratorio","1","Divorciado","20","2","80","5","5","2","3","0","4"
"34","No","No Viaja","Ventas","10","3","Ciencias de la Vida","1774","4","Masculino"," Ejecutivo de Ventas","3","Divorciado","14","3","80","15","15","3","14","0","7"
"53","No","No Viaja","Investigación y Desarrollo","1","4","Medicina","1775","1","Femenino"," Director de Manufactura","3","Casado","20","4","80","27","3","2","2","0","2"
"43","No","Rara Vez Viaja","Recursos Humanos","2","3","Ciencias de la Vida","1778","2","Masculino","Recursos Humanos","4","Soltero","13","2","80","10","9","5","7","1","8"
"34","No","Rara Vez Viaja","Ventas","3","2","Ciencias de la Vida","1779","4","Femenino"," Ejecutivo de Ventas","4","Soltero","12","1","80","6","2","3","2","2","2"
"21","Sí","Rara Vez Viaja","Ventas","7","1","Marketing","1780","2","Masculino","Ventas Representative","2","Soltero","13","2","80","1","1","3","0","1","0"
"38","No","Rara Vez Viaja","Investigación y Desarrollo","6","2","Otro","1782","4","Femenino","Técnico de laboratorio","3","Casado","11","2","80","5","5","3","4","0","4"
"22","Sí","Rara Vez Viaja","Investigación y Desarrollo","8","1","Medicina","1783","3","Femenino","Técnico de laboratorio","1","Casado","17","3","80","1","1","6","0","0","0"
"31","No","Rara Vez Viaja","Ventas","29","4","Marketing","1784","1","Femenino"," Ejecutivo de Ventas","4","Casado","14","1","80","13","12","3","7","5","7"
"51","No","Rara Vez Viaja","Investigación y Desarrollo","3","3","Técnico","1786","1","Femenino","Gerente","3","Casado","11","4","80","15","2","2","2","2","2"
"37","No","Rara Vez Viaja","Ventas","9","2","Marketing","1787","2","Masculino"," Ejecutivo de Ventas","2","Casado","14","1","80","5","5","2","2","0","3"
"46","No","Rara Vez Viaja","Investigación y Desarrollo","2","4","Medicina","1789","3","Masculino","Director de Investigación","4","Divorciado","17","3","80","24","2","3","1","2","2"
"36","No","Rara Vez Viaja","Investigación y Desarrollo","10","3","Ciencias de la Vida","1790","4","Masculino","Representante de Salud","1","Casado","13","4","80","15","12","1","8","5","7"
"44","Sí","Viaja Frecuentemente","Investigación y Desarrollo","1","2","Medicina","1792","3","Masculino"," Investigador Científico","2","Divorciado","12","3","80","6","5","2","3","2","3"
"37","No","Rara Vez Viaja","Recursos Humanos","8","2","Otro","1794","3","Masculino","Recursos Humanos","2","Divorciado","13","3","80","19","10","4","0","4","7"
"35","Sí","Rara Vez Viaja","Ventas","27","3","Ciencias de la Vida","1797","3","Masculino"," Ejecutivo de Ventas","4","Soltero","18","4","80","10","10","2","7","7","7"
"33","No","Rara Vez Viaja","Investigación y Desarrollo","8","4","Ciencias de la Vida","1798","4","Masculino"," Investigador Científico","1","Casado","19","2","80","14","10","1","8","7","6"
"28","No","Rara Vez Viaja","Investigación y Desarrollo","1","3","Ciencias de la Vida","1799","3","Masculino"," Investigador Científico","4","Casado","11","3","80","5","5","6","3","0","3"
"39","No","Rara Vez Viaja","Investigación y Desarrollo","10","1","Medicina","1800","3","Masculino","Director de Investigación","3","Soltero","21","3","80","9","4","3","3","2","2"
"46","No","No Viaja","Ventas","26","2","Ciencias de la Vida","1801","2","Masculino"," Ejecutivo de Ventas","2","Soltero","15","3","80","6","2","3","2","2","2"
"40","No","Rara Vez Viaja","Investigación y Desarrollo","2","2","Ciencias de la Vida","1802","3","Femenino","Técnico de laboratorio","1","Casado","17","4","80","7","4","5","3","0","2"
"42","No","Rara Vez Viaja","Investigación y Desarrollo","13","3","Medicina","1803","2","Masculino","Representante de Salud","1","Casado","18","3","80","10","0","2","0","0","0"
"35","No","No Viaja","Investigación y Desarrollo","2","2","Medicina","1804","2","Masculino"," Director de Manufactura","4","Divorciado","14","3","80","15","7","6","7","1","7"
"38","No","No Viaja","Recursos Humanos","2","3","Recursos Humanos","1805","1","Masculino","Recursos Humanos","2","Divorciado","13","4","80","13","11","3","10","3","8"
"34","Sí","Viaja Frecuentemente","Investigación y Desarrollo","9","4","Ciencias de la Vida","1807","4","Masculino","Técnico de laboratorio","1","Casado","17","3","80","11","7","3","1","0","7"
"37","Sí","Rara Vez Viaja","Investigación y Desarrollo","10","4","Medicina","1809","4","Masculino"," Director de Manufactura","1","Soltero","15","2","80","10","10","4","3","0","8"
"39","No","Viaja Frecuentemente","Ventas","20","3","Ciencias de la Vida","1812","3","Masculino"," Ejecutivo de Ventas","4","Divorciado","18","4","80","7","2","6","1","2","2"
"43","No","No Viaja","Investigación y Desarrollo","9","3","Ciencias de la Vida","1813","1","Masculino"," Investigador Científico","3","Soltero","13","3","80","7","3","2","2","1","2"
"41","No","Rara Vez Viaja","Investigación y Desarrollo","5","3","Ciencias de la Vida","1814","2","Masculino","Representante de Salud","2","Soltero","12","1","80","11","3","3","2","1","2"
"41","No","Rara Vez Viaja","Ventas","4","1","Marketing","1815","3","Femenino"," Ejecutivo de Ventas","3","Divorciado","13","4","80","23","22","3","14","13","5"
"30","No","Rara Vez Viaja","Investigación y Desarrollo","10","3","Medicina","1816","1","Femenino"," Director de Manufactura","3","Soltero","14","2","80","9","7","3","7","0","2"
"26","Sí","Rara Vez Viaja","Recursos Humanos","20","2","Medicina","1818","4","Femenino","Recursos Humanos","2","Viudo","11","3","80","6","5","3","1","1","4"
"46","Sí","Rara Vez Viaja","Investigación y Desarrollo","21","2","Medicina","1821","4","Femenino","Representante de Salud","2","Casado","22","4","80","13","9","2","7","3","7"
"40","No","Rara Vez Viaja","Investigación y Desarrollo","1","3","Ciencias de la Vida","1822","3","Femenino","Representante de Salud","4","Divorciado","17","4","80","12","5","3","3","0","3"
"34","No","Rara Vez Viaja","Ventas","8","2","Técnico","1823","2","Masculino"," Ejecutivo de Ventas","3","Casado","21","3","80","10","10","5","8","4","8"
"58","No","No Viaja","Ventas","2","3","Medicina","1824","2","Masculino","Gerente","2","Divorciado","22","4","80","37","16","0","9","14","14"
"35","No","Rara Vez Viaja","Investigación y Desarrollo","23","4","Medicina","1826","2","Masculino","Técnico de laboratorio","3","Casado","16","2","80","6","5","2","4","0","3"
"47","No","Rara Vez Viaja","Investigación y Desarrollo","4","3","Ciencias de la Vida","1827","3","Femenino"," Director de Manufactura","2","Divorciado","12","3","80","28","22","4","11","14","10"
"40","No","Rara Vez Viaja","Investigación y Desarrollo","12","3","Ciencias de la Vida","1829","2","Femenino","Representante de Salud","1","Divorciado","12","2","80","15","7","3","4","7","7"
"54","No","Rara Vez Viaja","Investigación y Desarrollo","7","4","Medicina","1830","4","Femenino"," Investigador Científico","4","Casado","15","2","80","14","7","2","1","1","7"
"31","No","Viaja Frecuentemente","Ventas","7","4","Marketing","1833","1","Femenino"," Ejecutivo de Ventas","1","Casado","14","4","80","9","3","3","2","2","2"
"28","No","Rara Vez Viaja","Investigación y Desarrollo","1","3","Medicina","1834","3","Femenino"," Investigador Científico","1","Casado","25","3","80","3","3","3","2","1","2"
"38","No","Rara Vez Viaja","Ventas","2","4","Marketing","1835","2","Femenino","Ventas Representative","4","Casado","20","1","80","20","4","4","2","0","3"
"26","No","Rara Vez Viaja","Ventas","10","3","Medicina","1836","3","Masculino"," Ejecutivo de Ventas","4","Soltero","13","1","80","5","5","4","3","1","2"
"58","No","Viaja Frecuentemente","Investigación y Desarrollo","15","4","Ciencias de la Vida","1837","1","Masculino","Director de Investigación","3","Casado","14","2","80","23","2","3","2","2","2"
"18","No","No Viaja","Investigación y Desarrollo","14","3","Medicina","1839","2","Femenino"," Investigador Científico","3","Soltero","16","3","80","0","0","4","0","0","0"
"31","Sí","Rara Vez Viaja","Recursos Humanos","18","5","Recursos Humanos","1842","4","Masculino","Recursos Humanos","1","Casado","17","3","80","2","1","4","0","0","0"
"29","Sí","Rara Vez Viaja","Recursos Humanos","13","3","Recursos Humanos","1844","1","Masculino","Recursos Humanos","1","Divorciado","15","4","80","4","2","3","2","2","0"
"45","No","No Viaja","Ventas","2","4","Ciencias de la Vida","1845","3","Femenino"," Ejecutivo de Ventas","3","Casado","22","2","80","10","8","3","7","5","7"
"36","No","Rara Vez Viaja","Investigación y Desarrollo","2","4","Otro","1847","4","Femenino"," Investigador Científico","2","Casado","22","4","80","15","1","2","0","0","0"
"43","No","Viaja Frecuentemente","Ventas","2","4","Ciencias de la Vida","1849","1","Masculino"," Ejecutivo de Ventas","4","Casado","20","3","80","7","7","5","7","7","7"
"27","No","Viaja Frecuentemente","Investigación y Desarrollo","5","2","Ciencias de la Vida","1850","4","Femenino","Técnico de laboratorio","4","Soltero","14","3","80","6","5","3","4","0","2"
"29","No","Viaja Frecuentemente","Investigación y Desarrollo","20","1","Medicina","1852","4","Masculino","Técnico de laboratorio","4","Casado","13","2","80","11","11","3","8","3","10"
"32","No","Viaja Frecuentemente","Ventas","10","4","Marketing","1853","4","Masculino"," Ejecutivo de Ventas","4","Soltero","13","3","80","4","0","2","0","0","0"
"42","No","No Viaja","Investigación y Desarrollo","10","4","Técnico","1854","3","Masculino"," Investigador Científico","3","Casado","22","2","80","10","6","1","3","3","3"
"47","No","Rara Vez Viaja","Investigación y Desarrollo","9","4","Ciencias de la Vida","1856","2","Femenino","Técnico de laboratorio","3","Soltero","12","3","80","7","2","2","2","2","0"
"46","No","Rara Vez Viaja","Investigación y Desarrollo","2","2","Ciencias de la Vida","1857","4","Masculino"," Director de Manufactura","4","Divorciado","14","3","80","12","9","4","8","4","7"
"28","No","No Viaja","Recursos Humanos","1","2","Ciencias de la Vida","1858","3","Masculino","Recursos Humanos","4","Divorciado","15","2","80","3","3","2","2","2","2"
"29","No","Rara Vez Viaja","Investigación y Desarrollo","29","1","Ciencias de la Vida","1859","4","Masculino","Representante de Salud","3","Divorciado","17","4","80","11","7","3","0","1","6"
"42","No","Rara Vez Viaja","Investigación y Desarrollo","8","3","Ciencias de la Vida","1860","4","Masculino","Técnico de laboratorio","3","Soltero","13","4","80","8","0","3","0","0","0"
"32","Sí","Rara Vez Viaja","Ventas","2","4","Marketing","1862","3","Masculino"," Ejecutivo de Ventas","2","Soltero","12","3","80","7","2","3","2","2","2"
"46","No","Rara Vez Viaja","Ventas","3","3","Técnico","1863","1","Femenino"," Ejecutivo de Ventas","1","Divorciado","12","4","80","25","19","5","17","2","8"
"27","No","Rara Vez Viaja","Ventas","23","1","Medicina","1864","2","Femenino","Ventas Representative","3","Casado","21","4","80","9","9","5","8","5","8"
"29","No","Rara Vez Viaja","Recursos Humanos","6","1","Medicina","1865","4","Masculino","Recursos Humanos","2","Casado","11","4","80","1","1","3","0","0","0"
"43","No","Rara Vez Viaja","Investigación y Desarrollo","6","3","Medicina","1866","1","Femenino","Gerente","3","Casado","13","4","80","21","16","2","12","6","14"
"48","No","Rara Vez Viaja","Investigación y Desarrollo","10","3","Ciencias de la Vida","1867","4","Masculino","Director de Investigación","2","Casado","12","4","80","29","22","3","10","12","9"
"29","Sí","Viaja Frecuentemente","Investigación y Desarrollo","24","2","Ciencias de la Vida","1868","4","Masculino"," Investigador Científico","4","Soltero","24","2","80","1","1","3","0","1","0"
